name,category,manufacturer,supplier,unit,pack_size,hsn_code,gst_rate,batch_no,purchase_price,sale_price,mrp_price,quantity,reorder_level,expiry_date
FLUCOS GEL 0.5% 15 GM,,CFL PHARMACEUTICALS LTD.,,,,3004,12,,50.03,,65,,,
HIRUDAL CREAM 14 GM,,CFL PHARMACEUTICALS LTD.,,,,33049029,12,,84.9,,118.86,,,
HIRUDAL CREAM 5GM 5GM,,CFL PHARMACEUTICALS LTD.,,,,3003,12,,42.54,,59.56,,,
HYDROHEAL NOVA 15G 15G,,CFL PHARMACEUTICALS LTD.,,,,3004,18,,107.8,,159,,,
LULILOK CREAM 15GM 15GM,,CFL PHARMACEUTICALS LTD.,,,,3001,12,,46.55,,65.17,,,
METOPAR TAB 10S,,CFL PHARMACEUTICALS LTD.,,,,3004,12,,19.9,,27.86,,,
PROXYM MR TAB 10'S,,CFL PHARMACEUTICALS LTD.,,,,3003,12,,250.44,,350.6,,,
PRUGO 10 10 TAB,,CFL PHARMACEUTICALS LTD.,,,,3004,12,,35.22,,49.31,,,
PRUGO 25 10 TAB,,CFL PHARMACEUTICALS LTD.,,,,3004,12,,56.34,,78.88,,,
PRUGO SYP 100 ML,,CFL PHARMACEUTICALS LTD.,,,,3004,12,,40.15,,56.21,,,
REGLAN INJ.2 ML. 2ML,,CFL PHARMACEUTICALS LTD.,,,,3004,12,,4.27,,5.98,,,
REGLAN SYP. 30ML,,CFL PHARMACEUTICALS LTD.,,,,3004,12,,21.21,,25.83,,,
REGLAN TAB 10S,,CFL PHARMACEUTICALS LTD.,,,,3004,12,,21.22,,29.71,,,
REGLAN VIAL 10ML,,CFL PHARMACEUTICALS LTD.,,,,3004,12,,12.96,,18.14,,,
"RUPACTIN 0.25MG 4,S",,CFL PHARMACEUTICALS LTD.,,,,3004,12,,142.86,,200,,,
SILVEREX SSD 10GM,,CFL PHARMACEUTICALS LTD.,,,,3003,12,,85.71,,120,,,
SPORIDEX AF 750MG 10,,CFL PHARMACEUTICALS LTD.,,,,3003,12,,296.43,,415,,,
GUM TONE GEL 50GM,,CHARAK PHARMA,,,,3004,12,,58.57,,84,,,
"LIVOMYN SYP 200,ML",,CHARAK PHARMA,,,,30049099,12,,102.14,,143,,,
"M2 TONE TAB 20,S",,CHARAK PHARMA,,,,3004,12,,134.3,,188,,,
NEO SILVER TAB 75,,CHARAK PHARMA,,,,3004,12,,80.36,,98,,,
TAXIM OF TAB 10,,CHARAK PHARMA,,,,3004,12,,150.71,,211,,,
TYRODIN CREAM 25GM,,CHARAK PHARMA,,,,3004,12,,264.29,,370,,,
"8X SHAMPOO 120ML 120,ML",,CIPLA,,,,30042099,12,,385.41,,539.57,,,
"ACEMIZ MR 10,S",,CIPLA,,,,3004,12,,19.87,,120.3,,,
"ACIVIR 400DT 10,S",,CIPLA,,,,3004,12,,109.28,,152.99,,,
ACIVIR 800 DT 5 TAB,,CIPLA,,,,3004,12,,135.47,,176,,,
ACIVIR CREEAM 5GM,,CIPLA,,,,3004,12,,126.54,,177.15,,,
ADVENT SYP 30ML,,CIPLA,,,,3004,12,,48.49,,67.87,,,
AEROCORT FORTE ROTACAPS 30S,,CIPLA,,,,3004,12,,82.24,,115.13,,,
AEROCORT INHELAR 1PH,,CIPLA,,,,3004,12,,133.57,,187,,,
AEROCORT ROTACAPS 30S,,CIPLA,,,,3004,12,,81.69,,114.35,,,
ALFUSIN D TAB 10S,,CIPLA,,,,3004,12,,469.34,,657.07,,,
"ALFUSIN TAB 10,S",,CIPLA,,,,30049099,12,,234.66,,328.53,,,
ALTONIL 5 TAB 10S,,CIPLA,,,,3001,12,,114.06,,159.68,,,
AMLOPRES AT 10 TAB,,CIPLA,,,,3004,12,,71.2,,92.5,,,
AMLOPRES TL 15,,CIPLA,,,,3004,12,,95.83,,134.16,,,
"ARNICOR 50MG 10,S",,CIPLA,,,,30042099,12,,157.14,,220,,,
ASSURANS 10S,,CIPLA,,,,3004,12,,142.86,,200,,,
ASTHALIN (AX) SYP 100ML,,CIPLA,,,,3004,12,,51.07,,71.5,,,
ASTHALIN 2MG TAB 10S,,CIPLA,,,,3004,12,,3.48,,4.87,,,
ASTHALIN 4MG 30S 30S,,CIPLA,,,,3004,12,,11.88,,16.63,,,
ASTHALIN EXP 100 ML,,CIPLA,,,,3004,12,,46.43,,65,,,
ASTHALIN INH(CFC FREE) 1PH,,CIPLA,,,,3004,12,,128.62,,180.05,,,
ASTHALIN RESPULES 1 AMP,,CIPLA,,,,3004,12,,2.83,,3.68,,,
ASTHALIN ROTOCAPS 30S,,CIPLA,,,,3004,12,,41.11,,57.54,,,
ASTHALIN SYP 100 ML,,CIPLA,,,,3004,12,,14.65,,20.51,,,
ATORLIP 10 MG 10 TAB,,CIPLA,,,,3004,12,,60.72,,85,,,
ATORLIP 20 15'S,,CIPLA,,,,3004,12,,153.36,,214.7,,,
ATORLIP 40 10 TAB,,CIPLA,,,,30042099,12,,154.43,,216.16,,,
ATORLIP ASP 10 10S,,CIPLA,,,,3004,12,,17.86,,25,,,
ATORLIP-F TAB 15S,,CIPLA,,,,3004,12,,178.93,,250.5,,,
BECLATE 200 ROTOCAP 30 CAP,,CIPLA,,,,3004,12,,57.14,,88,,,
BIO D3 XT 10S,,CIPLA,,,,3004,12,,279.72,,391.6,,,
BUDECORT 100 INHALAR 200MET.,,CIPLA,,,,3004,12,,225.6,,315.84,,,
CARLOC 3.125 10S,,CIPLA,,,,3004,12,,32.41,,45.37,,,
CIFRAN EYE DROP 10ML,,CIPLA,,,,3004,12,,9.75,,17.13,,,
CIPLA ORS PROLYTE APPLE LIQID 200ML,,CIPLA,,,,3004,5,,15.75,,31.5,,,
CIPLAR 10 MG 10 TAB,,CIPLA,,,,3004,12,,15.72,,22,,,
CIPLAR 40 MG 10 TAB,,CIPLA,,,,3004,12,,39.36,,55.1,,,
CIPLAR LA 40 MG 10 TAB,,CIPLA,,,,3004,12,,85.4,,119.55,,,
CIPLOX 500 10 TAB,,CIPLA,,,,3004,12,,34,,48.7,,,
CIPLOX D EYE DROPS 10 ML,,CIPLA,,,,3004,12,,20.86,,29.2,,,
CIPLOX EYE DROP 5ML,,CIPLA,,,,3004,12,,12.32,,17.24,,,
"CLOPIVAS AP 150MG 15,S",,CIPLA,,,,29309040,12,,74.64,,104.5,,,
"COGNONIL P TAB 10,S",,CIPLA,,,,2106,12,,627.51,,878.51,,,
CPINK SYP 200ML,,CIPLA,,,,29309040,12,,244.21,,313.89,,,
"CRANFIT TAB 10,S",,CIPLA,,,,2936,18,,324.41,,478.5,,,
CRESAR 40 MG 15S,,CIPLA,,,,29309040,12,,81.11,,113.56,,,
CRESAR 80MG 10S,,CIPLA,,,,3004,12,,75.44,,105.62,,,
CRESAR AM 10S,,CIPLA,,,,3004,12,,95.83,,134.16,,,
D VENIZ 50 10S,,CIPLA,,,,3004,12,,128.58,,180,,,
DANOGEN 100 10 CAP,,CIPLA,,,,3004,12,,170.36,,238.5,,,
DERMIFORD-OINT 15GM,,CIPLA,,,,30049099,12,,22.2,,99,,,
DEXONA TAB 10S,,CIPLA,,,,3004,12,,5.28,,7.39,,,
DISPOVAN 10ML 1,,CIPLA,,,,3003,12,,3.85,,8.5,,,
DIZONE TAB 10S,,CIPLA,,,,3004,12,,26.42,,36.99,,,
DORZOX EYE DROPS 5ML,,CIPLA,,,,3004,12,,257.5,,360.5,,,
DUOLIN 3 RESPULES 3ML,,CIPLA,,,,3003,12,,97.95,,137.15,,,
DUOLIN FORTE INHALER 1*200MD,,CIPLA,,,,3004,12,,324.32,,454.03,,,
DUOLIN INHALER 200M,,CIPLA,,,,3004,12,,324.31,,454.03,,,
DUOLIN RESPULES 1*2.5 M,,CIPLA,,,,3004,12,,17.81,,24.94,,,
DUOLIN ROTACAPS 30S,,CIPLA,,,,3004,12,,170.37,,238.52,,,
DUONASE F NASAL SPRAY 1PC,,CIPLA,,,,30042099,12,,376.75,,527.45,,,
DUONASE NASAL SPRAY 1 PH,,CIPLA,,,,3004,12,,227.86,,319,,,
DUOVA INHALER 1 PHYL,,CIPLA,,,,3004,12,,662.65,,927.71,,,
DUOVA ROTACAP 15S,,CIPLA,,,,3004,12,,147.14,,206,,,
DYTOR 10 10 TAB,,CIPLA,,,,3004,12,,73.37,,102.72,,,
DYTOR 10MG INJECTION 2ML,,CIPLA,,,,3004,12,,18.96,,26.55,,,
DYTOR 20 10 TAB,,CIPLA,,,,3004,12,,159.35,,223.09,,,
DYTOR 5MG 15,,CIPLA,,,,29309040,12,,56.36,,78.9,,,
DYTOR PLUS 10 10S,,CIPLA,,,,3004,12,,84.89,,118.85,,,
DYTOR PLUS 20 10S,,CIPLA,,,,3004,12,,91.44,,128.01,,,
DYTOR PLUS 5 TAB 10S,,CIPLA,,,,3004,12,,68.31,,95.64,,,
DYTOR PLUS LS TAB 10S,,CIPLA,,,,3004,12,,54.07,,75.7,,,
DYTOR-5,,CIPLA,,,,3004,12,,56.36,,78.9,,,
FENOLIP 145 TAB 10S,,CIPLA,,,,3004,12,,93.13,,121,,,
FEVAGO DS SYP 60ML,,CIPLA,,,,30049099,12,,32.16,,45.02,,,
FIRFENEX 600 10'S,,CIPLA,,,,3004,12,,702.9,,990,,,
FLOGEL EYE DROP 10ML,,CIPLA,,,,3004,12,,132.64,,185.69,,,
FLOGEL ULTRA EYE DROP 10ML,,CIPLA,,,,29309040,12,,345.11,,483.15,,,
FLOMIST AQ NASAOL SPRAY 100MD,,CIPLA,,,,3004,12,,303.69,,425.16,,,
FOLEY BALLOON 20 20,,CIPLA,,,,29309040,12,,24.57,,180,,,
FOLEY BALLOON 22 22,,CIPLA,,,,29309040,12,,26,,180,,,
FORACORT 0.5 RESPULES 5ML,,CIPLA,,,,3004,12,,57.23,,80.12,,,
FORACORT 100 RC 30S,,CIPLA,,,,3003,12,,103.68,,145.15,,,
FORACORT FORTE 30S,,CIPLA,,,,3004,12,,205.71,,288,,,
FOURDERM CREAM 5GM,,CIPLA,,,,3004,12,,11.32,,62.31,,,
FULLFORM 200 ROTOCAP,,CIPLA,,,,3004,12,,135.95,,190.33,,,
FULLFORM 400 ROTACAP 30S,,CIPLA,,,,3004,12,,215.1,,301.14,,,
GALACT GRANULES 200MG,,CIPLA,,,,3004,12,,300.71,,421,,,
GATE P EYE DROPS 10,,CIPLA,,,,3004,12,,39.64,,55.5,,,
GLYCOHALE F CAPSULES 3*10,,CIPLA,,,,29309040,12,,299.61,,419.46,,,
HUFPUF KIT 1PH,,CIPLA,,,,3001,12,,627.14,,878,,,
HYPERNEB 3%RESPULES 15,,CIPLA,,,,3004,12,,15.56,,21.78,,,
IBUGESIC PLUS SYP. 60 ML,,CIPLA,,,,3004,12,,34.08,,47.71,,,
IBUGESIC PLUS TAB 10 TAB,,CIPLA,,,,3004,12,,11.07,,15.5,,,
IBUGESSIC PLUS SUSP 100ML,,CIPLA,,,,3004,12,,43.14,,60.39,,,
IF2 EYE DROP 5ML 5ML,,CIPLA,,,,30049099,12,,116.6,,163.24,,,
ISOBGUL [L] B B NAT,,CIPLA,,,,3004,5,,165,,190,,,
"ITRALASE 200MG 10,S",,CIPLA,,,,30042099,12,,176.96,,274.74,,,
"ITRALSE 100 15,S",,CIPLA,,,,29309040,12,,186.2,,260.69,,,
IVABEAT 5MG TAB 10S,,CIPLA,,,,3004,12,,201.81,,282.53,,,
JUNIOR LANZOLE 15 10S,,CIPLA,,,,3004,12,,139.29,,196.8,,,
JUNIOR LANZOLE 30MG 10S,,CIPLA,,,,3004,12,,150.56,,210.79,,,
KETASMA TAB 10S,,CIPLA,,,,3004,12,,69.29,,97,,,
LABODERM OC 15GM,,CIPLA,,,,29309040,12,,11.03,,137.5,,,
LANZOL JUNIOR 30MG 10TAB,,CIPLA,,,,3004,12,,150.58,,210.79,,,
LASIX 40 15'S,,CIPLA,,,,3004,12,,11.34,,15.12,,,
LEVOLIN 0.63 RESP 2.5 ML,,CIPLA,,,,3004,12,,5.64,,7.87,,,
"LEVOLIN 2MG 10,S",,CIPLA,,,,3004,12,,8.93,,12.5,,,
LEVOLIN INH. 1 PHYL,,CIPLA,,,,3004,12,,201.81,,282.53,,,
LEVOLIN PIUS JR SYP 10,,CIPLA,,,,3004,12,,74.76,,104,,,
LEVOLIN PLUS SY 100ML,,CIPLA,,,,33049029,12,,82.24,,115.13,,,
LEVOLIN ROTACAP 30 CAP,,CIPLA,,,,3004,12,,31.91,,44.68,,,
LEVOLIN-1 TAB 10S,,CIPLA,,,,3004,12,,3.48,,4.87,,,
LEVOLINE 0.31 RESP. 3 ML.,,CIPLA,,,,3004,12,,4.66,,6.53,,,
LEVOLINE SYP. 100 ML.,,CIPLA,,,,3004,12,,23.02,,32.23,,,
LIDONAIR 12G SPRAY 12GM,,CIPLA,,,,3003,12,,357.14,,500,,,
LIVOLIN INHA 1,,CIPLA,,,,30049099,12,,183.49,,256.85,,,
LUPI HMG 75 INJ 1 AMPL,,CIPLA,,,,3004,5,,330,,1325.05,,,
MACVESTIN NEO 10S,,CIPLA,,,,3004,18,,370.17,,546,,,
MANMOHAN JADU MAL MK,,CIPLA,,,,3004,12,,18.21,,30,,,
MAXIFLO 250 ROTACAP 30S,,CIPLA,,,,3004,12,,231.39,,323.95,,,
MAXIFLOW 250 INHELER 120MD,,CIPLA,,,,3004,12,,616.01,,862.41,,,
MEBEX TAB 6 TAB,,CIPLA,,,,3004,12,,6.93,,19.48,,,
METASPRY 1PHA,,CIPLA,,,,30049099,12,,375.81,,526.14,,,
METOLAR 25 10 TAB,,CIPLA,,,,3004,12,,32.49,,45.48,,,
METOLAR 50 10 TAB,,CIPLA,,,,3004,12,,38.78,,50.38,,,
METOLAR XR 12.5 10 CAP,,CIPLA,,,,3004,12,,56.46,,95.64,,,
METOLAR XR 25 10 CAP,,CIPLA,,,,3004,12,,45.42,,63.59,,,
METOLAR XR 50 10 CAP,,CIPLA,,,,3004,12,,62.79,,87.9,,,
MONTAIR 10 MG 10 TAB,,CIPLA,,,,3004,12,,197.16,,276.02,,,
MONTAIR 4 MG 10TAB,,CIPLA,,,,3004,12,,120.36,,168.5,,,
"MONTAIR AB 10,S",,CIPLA,,,,30049099,12,,197.15,,275.51,,,
MONTAIR FX TAB 10S,,CIPLA,,,,3004,12,,262.27,,367.18,,,
MONTAIR LC KID SY 60ML,,CIPLA,,,,30049099,12,,109.91,,153.86,,,
MONTAIR PLUS 10 TAB,,CIPLA,,,,3004,12,,151.07,,211.5,,,
MONTAIR-LC KID 10S,,CIPLA,,,,3004,12,,111.96,,156.75,,,
MONTAIR-LC TAB 10S,,CIPLA,,,,3004,12,,240.32,,336.44,,,
MOXICIP 400 5 TAB,,CIPLA,,,,3004,12,,183.91,,257.47,,,
MUCINAC 600 TAB 1*10S,,CIPLA,,,,3004,12,,253.68,,355.1,,,
"NICOTEX-4 10,S",,CIPLA,,,,3004,18,,101.71,,150,,,
NISTAMI ROTOCAP 1*30S,,CIPLA,,,,3004,12,,1770.72,,2479,,,
NORFLOX 400 10 TAB,,CIPLA,,,,3004,12,,61.33,,85.86,,,
NORFLOX TZ TAB 6 TAB,,CIPLA,,,,3004,12,,92.89,,130.04,,,
"NOVA MNT 10,S",,CIPLA,,,,3004,12,,165,,231,,,
NOVAMOX SYP 60ML,,CIPLA,,,,3004,12,,33,,46.2,,,
NUTRAMIDE DROPS 15ML,,CIPLA,,,,3004,18,,54.24,,80,,,
NUTRAMIDE SYP 200ML,,CIPLA,,,,3005,18,,149.15,,220,,,
OLTHA 10MG 10,,CIPLA,,,,30049099,12,,50.32,,70.45,,,
OMNIGEL 10GM 10G,,CIPLA,,,,3004,12,,22.77,,59.4,,,
OMNIGEL SPRAY 55GM 55G,,CIPLA,,,,3004,12,,115.4,,217.8,,,
OMNIX 100 30ML,,CIPLA,,,,3004,12,,57.36,,80.3,,,
OMNIX 50 SYP 30ML,,CIPLA,,,,3003,12,,38.88,,54.43,,,
OSTEOFOS 35MG 4S,,CIPLA,,,,3004,12,,75.82,,106.15,,,
"OSTEOFOS 70MG 4,S",,CIPLA,,,,29309040,12,,223.33,,312.66,,,
"PANTOSEC DSR 10,S",,CIPLA,,,,3004,12,,29.46,,137.94,,,
"PIRFENEX 600MG 15,S",,CIPLA,,,,3004,12,,816.75,,1143,,,
RAMIPRES 2.5MG 10S,,CIPLA,,,,3004,12,,37.3,,52.22,,,
REPACE AF TAB 10S,,CIPLA,,,,3004,12,,128.57,,180,,,
RESQUE PLUS TAB 10S,,CIPLA,,,,3004,12,,56.43,,79,,,
RETOZ MR 4 10S,,CIPLA,,,,3004,12,,241.08,,337.5,,,
ROSAVE GOLD 20 10,,CIPLA,,,,30049099,12,,213.61,,299.05,,,
ROTAHALER 1 PHYL,,CIPLA,,,,9019,12,,120.19,,168.27,,,
SENSODENT KF 125GM,,CIPLA,,,,3004,12,,112.87,,158,,,
SEROFLO 100 ROTACAP 30S,,CIPLA,,,,3004,12,,122.14,,171,,,
SEROFLO 125 INH 17 GM,,CIPLA,,,,3004,12,,278.57,,390,,,
SEROFLO 250 INHALER 15GM,,CIPLA,,,,3004,12,,633.6,,887.02,,,
SEROFLO 250 ROTACAP 30S,,CIPLA,,,,3004,12,,409.9,,573.35,,,
SILOFAST D 8MG 10S,,CIPLA,,,,3004,12,,320.71,,449,,,
SITACIP DM 100/10/1000 10S,,CIPLA,,,,3001,12,,172.86,,242,,,
"SITACIP DM 100/10/500MG 10,S",,CIPLA,,,,3001,12,,149.29,,209,,,
"SOTALAR 40 MG 10,S",,CIPLA,,,,3003,12,,105.64,,147.9,,,
STON 1 B6 SYP 200ML,,CIPLA,,,,3004,12,,189.15,,264.81,,,
STON 1 SYP 200ML,,CIPLA,,,,3004,12,,71.43,,100,,,
TEROL LA 2 CAP 10S,,CIPLA,,,,3004,12,,152.99,,214.19,,,
THEO ASTHALIN 30'S TAB 30S,,CIPLA,,,,3004,12,,14.9,,20.86,,,
THEO ASTHALIN FORT TAB 10S,,CIPLA,,,,3004,12,,16.54,,23.15,,,
THEO ASTHALIN SYP. 100 ML,,CIPLA,,,,3004,12,,45.96,,64.35,,,
TIOVA INH 1 PHYL,,CIPLA,,,,3004,12,,444.8,,622.72,,,
TIOVA ROTACAPS 15 CAP,,CIPLA,,,,3004,12,,117.86,,165,,,
URIMAX 0.2 MG 10 CAP,,CIPLA,,,,3004,12,,121.56,,170.18,,,
URIMAX 0.4 MG 10 CAP,,CIPLA,,,,3004,12,,224.71,,314.6,,,
URIMAX 0.4MG 20S 20S,,CIPLA,,,,3004,12,,218.17,,305.44,,,
URIMAX F 10 CAP,,CIPLA,,,,3004,12,,387.47,,541.91,,,
URIMAX-D 10S,,CIPLA,,,,3004,12,,394.31,,607.22,,,
VALVO CR 300 10S,,CIPLA,,,,3004,12,,51.24,,68.32,,,
VITOMIN-D3 GRANULES 1GM,,CIPLA,,,,3004,12,,19.64,,27.5,,,
WARF 3 10S,,CIPLA,,,,3004,12,,76.31,,106.84,,,
WARF 5 TAB 10S,,CIPLA,,,,3004,12,,57.59,,80.64,,,
WARF-2 15S,,CIPLA,,,,3004,12,,65.28,,91.39,,,
ZEROSTAT VT SPACER 1S,,CIPLA,,,,3004,12,,377.33,,528.26,,,
"CETRIC M 10,S",,CITRIC,,,,3004,12,,25,,117,,,
"GABALOV NT 10,S",,CITRIC,,,,3004,12,,157,,220,,,
"PANPRAZ DSR 10,S",,CITRIC,,,,3001,12,,17,,110,,,
ALBIDOL 150MG 4.S,,CONCEPT PHARMACEUTICALS,,,,30042099,12,,8.35,,13,,,
ALBIDOL 150MG 4TAB,,CONCEPT PHARMACEUTICALS,,,,3003,12,,10.5,,16.2,,,
B 29 AQ PFS 1500 1 ML,,CONCEPT PHARMACEUTICALS,,,,30049099,12,,107.14,,150,,,
CANDINE M 20 GM 20GM,,CONCEPT PHARMACEUTICALS,,,,3004,12,,14.07,,165.55,,,
CONBETA GM OINT 10GM,,CONCEPT PHARMACEUTICALS,,,,29309040,12,,6.7,,72,,,
CONCIPLEX INJ 100ML,,CONCEPT PHARMACEUTICALS,,,,3004,12,,161.5,,260,,,
CONMECTIN INJ 100ML,,CONCEPT PHARMACEUTICALS,,,,30049099,12,,160,,820,,,
CPZ-50 10S,,CONCEPT PHARMACEUTICALS,,,,3004,12,,2.25,,3.1,,,
DISOGEL SYP 175ML,,CONCEPT PHARMACEUTICALS,,,,3004,12,,65,,91,,,
LAFIX SYP 60ML,,CONCEPT PHARMACEUTICALS,,,,3004,12,,53.93,,75.5,,,
OCIN OZ TAB 10S,,CONCEPT PHARMACEUTICALS,,,,3004,12,,16.17,,168,,,
SYNABRON PLUS SYP 100ML,,CONCEPT PHARMACEUTICALS,,,,3004,12,,68,,96,,,
VIMERAL 30ML SYP 30ML,,CONCEPT PHARMACEUTICALS,,,,30063004,0,,45.6,,57,,,
VIMERAL 60ML 60ML,,CONCEPT PHARMACEUTICALS,,,,30063004,0,,93.6,,125,,,
ARGIHOPE SUGAR FREE 5GM,,CORONA,,,,30049099,12,,48.39,,67.75,,,
EEMA FSH 75 IU 1PC,,CORONA,,,,30042099,12,,284.75,,1464,,,
EEMA HP 5000IU 1INJECT,,CORONA,,,,30022013,5,,180.95,,438.32,,,
INNOVCARES T3 15S,,CORONA,,,,30049099,12,,268.57,,376,,,
KIDS DYNY TOOTH BRUSH 1PC,,CORONA,,,,2936,18,,35.25,,52,,,
NEFROGEM KETO 10TAB,,CORONA,,,,30022013,5,,205.71,,270,,,
"ROSULESS 10MG 15,S",,CORONA,,,,29309040,12,,75.11,,105.15,,,
"TRICIUM ACTIVE TAB 15,S",,CORONA,,,,3004,12,,280.43,,392.6,,,
"TRIOBIMET 2 MG 10,S",,CORONA,,,,30049099,12,,175.11,,245.15,,,
VOGLIBITE M 0.2 MG 10S,,CORONA,,,,3001,12,,62.57,,87.6,,,
COSKLOT MF TAB 10S,,COSME MEDICARE.,,,,3004,12,,164.95,,214.3,,,
COSVETE CREME 15GM,,COSME MEDICARE.,,,,3004,12,,117.18,,164.05,,,
FLUCOS POWDER 75 GM,,COSME MEDICARE.,,,,3004,12,,121.43,,169.99,,,
CREVOLIN SYP 200 ML,,CRADEL PHARMACEUTICALS.,,,,3004,12,,57.86,,81,,,
DELCUF D SYP 100ML,,CRADEL PHARMACEUTICALS.,,,,3004,12,,47.86,,67,,,
DELCUF P EXP 100 ML,,CRADEL PHARMACEUTICALS.,,,,3004,12,,47.86,,67,,,
VITADEL L SYP 200 ML,,CRADEL PHARMACEUTICALS.,,,,3004,12,,70.71,,99,,,
ABZORB POWDER 75GM,,CROSSLAND,,,,3004,12,,74.29,,104,,,
DIPROVATE PLUS S 15GM,,CROSSLAND,,,,3004,12,,132.14,,185,,,
FUCIDIN OINT. 5 GM,,CROSSLAND,,,,3004,12,,34.22,,47.91,,,
LOZIVATE MF OINT 60GM,,CROSSLAND,,,,30049099,12,,164.29,,230,,,
MINOZ 100 4 TAB,,CROSSLAND,,,,3004,12,,226.67,,297.5,,,
SILVEREX CREAM (JAR ) 250GM,,CROSSLAND,,,,3004,12,,435.71,,610,,,
SILVEREX CREAM 10GM,,CROSSLAND,,,,3004,12,,87.86,,123,,,
SILVEREX CREAM 20GM,,CROSSLAND,,,,3004,12,,129.29,,181,,,
TECZINE 5 MG 10 TAB,,CROSSLAND,,,,3004,12,,65.72,,92,,,
TECZINE M TAB 10S,,CROSSLAND,,,,3004,12,,131.43,,184,,,
VOLINI GEL 30GM,,CROSSLAND,,,,3004,12,,101.77,,142,,,
VOLITRA GEL 30GM,,CROSSLAND,,,,3004,12,,108.57,,152,,,
ALDRY LOTINO 30ML,,CURE D LAB,,,,3004,18,,316.62,,467,,,
AMBIZYME TAB 10,,CURE D LAB,,,,3001,12,,72.86,,102,,,
ATONIDE CREAM 20GM,,CURE D LAB,,,,3001,12,,105.7,,148,,,
CAFRAGIN 10 TAB,,CURE D LAB,,,,29309040,12,,35.75,,50,,,
GATILOX 0.3 EYE DROP 5ML,,CURE D LAB,,,,3001,12,,76.43,,107,,,
TOBA DM EYE DROP 10ML,,CURE D LAB,,,,3001,12,,21.07,,29.5,,,
AMPOXIN KID TAB 10S,,D.D.PHARMA.,,,,3004,12,,26.25,,36.75,,,
AMRUTAJAN STONG 5GM,,D.D.PHARMA.,,,,30049099,12,,36.08,,44,,,
ANTOXID E SOFT GEL CAP 10'S,,D.D.PHARMA.,,,,3004,12,,171.08,,239.5,,,
"BOLAN 4 10,S",,D.D.PHARMA.,,,,3004,12,,80.36,,112.5,,,
"CHLORAMIT TAB 10,S",,D.D.PHARMA.,,,,3001,12,,53.19,,74.47,,,
CHLORAMIT-H TAB 10'S,,D.D.PHARMA.,,,,3004,12,,32.14,,44.49,,,
CHUPP 100ML 100ML,,D.D.PHARMA.,,,,3004,12,,17.31,,102.55,,,
CLENORA GEL 15 ML,,D.D.PHARMA.,,,,33049029,12,,77.15,,108,,,
D D FIX SYRUP 200ML,,D.D.PHARMA.,,,,3004,18,,117.97,,174,,,
D VENTIN 100MG 10,,D.D.PHARMA.,,,,29309040,12,,150.35,,210.49,,,
"DAVENTYL PLUS TAB 10,S",,D.D.PHARMA.,,,,3004,12,,85.22,,119.29,,,
DISPOVAN 1ML 1ML,,D.D.PHARMA.,,,,3004,12,,35.67,,110,,,
DISPOVAN NEEDLE 20NO 20 NO,,D.D.PHARMA.,,,,3004,12,,1,,3,,,
DREP O EAR DROPS 5ML,,D.D.PHARMA.,,,,29309040,12,,52.86,,74,,,
"DULOXIN P 50MG 10,S",,D.D.PHARMA.,,,,3004,12,,92.86,,130,,,
"ESTA LS 10,S",,D.D.PHARMA.,,,,3004,12,,88.7,,124.18,,,
FLOXIN 20MG 10S,,D.D.PHARMA.,,,,30049099,12,,39.44,,55.21,,,
FLUVO-100MG 10S,,D.D.PHARMA.,,,,3004,12,,214.67,,300.54,,,
FLUVO-50 10S,,D.D.PHARMA.,,,,3004,12,,101.79,,142,,,
"GABA 300 TAB 10,S",,D.D.PHARMA.,,,,29309040,12,,121.84,,170.58,,,
"GABA PLUS 100MG 10,S",,D.D.PHARMA.,,,,3004,12,,89.6,,125.43,,,
GROVIVA 200G 200GM,,D.D.PHARMA.,,,,3004,18,,331.02,,465,,,
HEPAWAYS SYP 200ML,,D.D.PHARMA.,,,,30049099,12,,103.57,,145,,,
HEPDINE SYP200ML 200ML,,D.D.PHARMA.,,,,29309040,12,,127.14,,178,,,
I V SET 1PH,,D.D.PHARMA.,,,,30049099,12,,10.32,,180,,,
KHAM 60 500PC,,D.D.PHARMA.,,,,3004,0,,55,,65,,,
"LAMOGINE 100MG 10,S",,D.D.PHARMA.,,,,29309040,12,,130.55,,182.76,,,
"LAMOGINE 50MG 10,S",,D.D.PHARMA.,,,,29309040,12,,75.32,,75.32,,,
LITCA 300MG 10S,,D.D.PHARMA.,,,,29309040,12,,21.12,,27.44,,,
LIVAGOD 100G 100GM,,D.D.PHARMA.,,,,30049099,12,,56.88,,93,,,
MACPOD DROPS 15ML,,D.D.PHARMA.,,,,3004,12,,71.43,,100,,,
"MEGALIFT FORTE TAB 10,S",,D.D.PHARMA.,,,,3004,12,,178.57,,250,,,
METASONE F CREAM 10G,,D.D.PHARMA.,,,,3004,12,,138.59,,194,,,
MIGNIL 10mg TAB 10'S,,D.D.PHARMA.,,,,3004,12,,38.56,,53.98,,,
MITPIN 30MG 10.S,,D.D.PHARMA.,,,,3004,12,,156.12,,218.57,,,
MOIZTAL BAR 75G,,D.D.PHARMA.,,,,3004,18,,118.64,,175,,,
MULTISTAR SYP 500ML,,D.D.PHARMA.,,,,30063004,0,,465,,750,,,
"NERVOFIT CD-3 10,S",,D.D.PHARMA.,,,,3004,12,,177.89,,249,,,
