name,category,manufacturer,supplier,unit,pack_size,hsn_code,gst_rate,batch_no,purchase_price,sale_price,mrp_price,quantity,reorder_level,expiry_date
AMROLSTAR LOTION 30 ML,,,,,,29309040,12,,185.11,,259.15,0,,
AMROLSTER LOTION 30ML,,,,,,29309040,12,,0,,0,0,,
"ARGINIX SACHET F 5,GM",,,,,,3001,12,,37.64,,52.7,0,,
"ATORSAVE 40MG 10,S",,,,,,3004,12,,188.66,,264.12,0,,
CALSHINE P DROP 15ML,,,,,,3004,12,,86.43,,121,0,,
CALSHINE-D TAB 15S,,,,,,3004,12,,59.89,,83.85,0,,
CARPELA TAB 21S,,,,,,3004,12,,188.57,,264,0,,
"COSKLOT HMB 10,S",,,,,,3001,12,,354.57,,495,0,,
COSVATE S OINTMENT 30GM 30GM,,,,,,3001,12,,135.59,,189.83,0,,
CYSTRAN 2.5 MG TAB 10S,,,,,,3004,12,,79.29,,111,0,,
DOSETIL CREAM 15GM,,,,,,3004,12,,131.61,,184.25,0,,
"DROPHARM 10MG 10,S",,,,,,30049099,12,,471.38,,659.93,0,,
EFATOP PE LOTIONE 100ML,,,,,,2106,18,,270.85,,399.5,0,,
ERITEL-40 15S,,,,,,3004,12,,81.11,,113.56,0,,
FERIS 100MG TAB 10S,,,,,,3004,12,,64.82,,90.75,0,,
GLIMISAVE M1 10S,,,,,,3004,12,,63.05,,88.27,0,,
"GLIMISAVE M1 FORTE 15,S",,,,,,3003,12,,107.8,,150.92,0,,
GLIMISAVE MV 1 10S,,,,,,3004,12,,125.89,,176.25,0,,
"GLUXIT TRIO 10/100/1000MG 15,S",,,,,,3004,12,,247.5,,346.5,0,,
"JECTOCOS LIPO TAB 10,S",,,,,,30040,18,,150.51,,222,0,,
"MACTOR 10MG 10,S",,,,,,3004,12,,39.51,,55.32,0,,
MANFORCE STAYLONG 8GM,,,,,,30042099,12,,85.71,,120,0,,
METITAL TAB 10S,,,,,,3004,12,,303.4,,424.76,0,,
POWERCORT S3% 30ML,,,,,,3003,12,,102.8,,143.92,0,,
QUICOBAL ORALLY 1PC,,,,,,3004,12,,16.86,,23.6,0,,
RABEMON DSR 10S,,,,,,3004,12,,64.82,,90.75,0,,
RABONIK PLUS 10S,,,,,,3004,12,,127,,165,0,,
"REUNION TAB 10,S",,,,,,3004,12,,274.01,,383.61,0,,
STUGIL TAB 10S,,,,,,3004,12,,93.57,,131,0,,
SUMO L DS PLUS SYP 100ML,,,,,,30049099,12,,58.92,,82.5,0,,
"TAYO 60K TAB 8,S",,,,,,3004,12,,144,,201.6,0,,
VELGUT CAP 10S,,,,,,30042099,12,,86.43,,121,0,,
VENLA XR 150 MG 10CAP,,,,,,29309040,12,,166.89,,233.64,0,,
"VENLA XR 37.5 10,S",,,,,,3001,12,,37.61,,52.65,0,,
VENLA XR 75 10CAP,,,,,,29309040,12,,82.74,,115.84,0,,
DISOLVE-SY 200ML,,,,,,3004,12,,103.57,,145,0,,
ENCARMIN SYP (L) 200ML,,,,,,3004,12,,68.57,,96,0,,
I CON TAB 21S,,,,,,3004,12,,107.79,,140,0,,
PYRILONG-F 10S,,,,,,3004,12,,49.29,,69,0,,
RELUX SYP 200ML,,,,,,3004,12,,250.01,,350,0,,
SUFRATE 200ML SY 200ML,,,,,,3004,12,,98.57,,138,0,,
SUVIDA TAB 21TAB,,,,,,30063004,0,,36.77,,43,0,,
TIDO TAB 10S,,,,,,3004,12,,64.44,,88,0,,
HANSAPLAST 5PC,,,,,,3004,12,,7.03,,12.5,0,,
ADMOL JR TAB 10S,,,,,,3004,12,,13.75,,19.25,0,,
DOMPER JUNIOR TAB 10S,,,,,,3004,12,,15.24,,20,0,,
DICARIS (CHILD) 1 TAB,,,,,,3004,12,,11.07,,15.5,0,,
MOTILIUM M TAB 10S,,,,,,3004,12,,20.01,,26,0,,
NIZRAL 2% SOLUTION 50ML,,,,,,3004,12,,213.57,,299,0,,
NIZRAL CREAM 15 GM,,,,,,3004,12,,107.14,,150,0,,
RETINO A 0.25%CREAM 20 GM,,,,,,3004,12,,125,,175,0,,
RETINO A0.05% CREAM 20 GM,,,,,,3004,12,,120.71,,169,0,,
SIBELIUM 10MG TAB 10S,,,,,,3004,12,,124.54,,161.8,0,,
SIBELIUM 5MG TAB 10S,,,,,,3004,12,,64.66,,84,0,,
STUGERON 25 TAB 25S,,,,,,3004,12,,205,,287,0,,
STUGERON FORTE 20 TAB,,,,,,3004,12,,400.71,,561,0,,
ULTRACET TAB 10S,,,,,,3004,12,,204.86,,286.8,0,,
"ESOWIN LS CAP 10,S",,,,,,3001,12,,141.29,,199,0,,
MILKOMAX AD3 1LTR 1LTR,,,,,,29309040,0,,127,,250,0,,
ACEMIZ PLUS TAB 10TAB,,,,,,29309040,12,,12.9,,131.7,0,,
BEVON SOFTULES 15S,,,,,,29309040,12,,102.32,,143.25,0,,
BIMAPIX 0.01% 3ML,,,,,,29309040,12,,172.86,,242,0,,
COTARYL OINT. 50GM,,,,,,3004,12,,54.29,,76,0,,
ELECTRAL LIQUID 200ML,,,,,,30022013,5,,24,,31.5,0,,
ELECTRAL POW 21GM,,,,,,3004,5,,18.26,,24.35,0,,
ELECTRAL POW(S) 4.4GM.,,,,,,3004,12,,3.54,,4.65,0,,
ELZIN LS SUS 1,,,,,,29309040,12,,71.43,,100,0,,
GLYCIPHASE G2 FORTE 10/S,,,,,,3003,12,,86.43,,121,0,,
METROGYL ER TAB 10S,,,,,,29309040,12,,88.55,,123.96,0,,
MOSIBA TAB 10S,,,,,,29309040,12,,41.67,,56,0,,
NEXITO 10 MG TAB 10S,,,,,,29309040,12,,109.88,,153.83,0,,
OCUVIR 400 DT 5 TAB,,,,,,3004,12,,48.51,,61.12,0,,
OCUVIR 800 DT 5 TAB,,,,,,3004,12,,110.84,,144,0,,
ONDEM SYP 30ML,,,,,,29309040,12,,30.14,,42.19,0,,
PYRIMON EYE DROP 5ML,,,,,,3004,12,,9.82,,13.75,0,,
RITENOV PLUS SYP 200ML,,,,,,29309040,12,,167.86,,235,0,,
SIMYLMCT OIL 100ML,,,,,,29309040,18,,200,,295,0,,
STAYFREE SECURE 35 1PACK,,,,,,3004,0,,29.95,,35,0,,
STAYFREE SECURE 35.00 1PC,,,,,,30022013,5,,29.93,,35,0,,
STAYFREE XL 40.00 1PC,,,,,,30022013,0,,34.5,,42,0,,
STAYFREE XL 42.00 1PAC,,,,,,3004,0,,34.51,,42,0,,
THYROX 125 100S,,,,,,29309040,12,,135.2,,189.28,0,,
ZATHRIN 500 3S,,,,,,3004,12,,56.42,,71.1,0,,
ZOXAN EYE OINTMENT 10GM,,,,,,3004,12,,10.31,,14.44,0,,
ALLERBIO SACH 1,,,,,,3005,18,,25.76,,38,0,,
ANTOXID-HC CAP 30S,,,,,,3004,12,,261.43,,366,0,,
ARGIN GRANUSE 5GM,,,,,,29309040,12,,41.78,,58.4,0,,
COLIGON O TAB 10 TAB,,,,,,3004,12,,26.78,,37.5,0,,
"ED SAVE TAB 10,S",,,,,,29309040,12,,178.58,,250,0,,
EOFIL FORTE 10 TAB.,,,,,,3004,12,,27.14,,38,0,,
EOFIL TAB. 10 TAB,,,,,,3004,5,,20.19,,26.5,0,,
FOURTS B TAB 10 TAB,,,,,,3004,12,,60.34,,89,0,,
FOURTS-B SY 200ML,,,,,,2106,18,,84.75,,125,0,,
GERDRIL L 10S,,,,,,3004,12,,140,,196,0,,
K-MAC SYP 200ML,,,,,,3004,12,,87,,113,0,,
L MONTAS KID TAB 10S,,,,,,3004,12,,54.29,,76,0,,
L MONTAS TAB 10S,,,,,,3004,12,,160.71,,225,0,,
L MONTUS ORAL SUSPENSION 60ML,,,,,,29309040,12,,90.71,,127,0,,
L MONTUS SYP 60ML,,,,,,3004,12,,76.43,,107,0,,
L-MONTUS KID 10S,,,,,,3004,12,,53.88,,70,0,,
LAXOLUZ SY 200ML,,,,,,3004,5,,159.24,,209,0,,
LAXOPEG FIBER 140GM,,,,,,2106,18,,200,,295,0,,
LAXOPEG SACHET 17 GM.,,,,,,3004,12,,27.14,,38,0,,
LAXOPEG SYP 200ML,,,,,,3004,12,,158.41,,205.8,0,,
"MECOFORT NT TAB 10,S",,,,,,3004,12,,178.75,,250.25,0,,
METFIL G1 TAB 10S,,,,,,3004,12,,27.14,,38,0,,
METFIL VG1 TAB 10S,,,,,,3004,12,,60.71,,85,0,,
METFIL VG2 TAB 10S,,,,,,3004,12,,115.71,,162,0,,
MINIRIN 0.2MG 30S,,,,,,29309040,12,,1205.09,,1606.78,0,,
MONTUS TAB 1*10S,,,,,,3004,12,,58.2,,75,0,,
"MYOFATIGUE TAB 10,S",,,,,,3004,18,,162.72,,240,0,,
OXERUTE CD TAB 10S,,,,,,3004,12,,152.14,,213,0,,
OXERUTE CREME 30GM,,,,,,3004,12,,100.71,,141,0,,
PREPRO CAP 10 CAP,,,,,,3004,12,,138.57,,194,0,,
PREPRO HS 10S,,,,,,3004,12,,110.71,,155,0,,
PREPRO IBS CAP 10S,,,,,,2106,18,,329.5,,486,0,,
PREPRO KID 1GM 1SACHET,,,,,,3004,12,,12.88,,15.5,0,,
PULMOCLEAR TAB 15,,,,,,3004,12,,185.75,,260,0,,
REJUNURON ACTIVE CAP 10.S,,,,,,3004,18,,185.72,,260,0,,
REJUNURON CAP 30 CAP,,,,,,3004,12,,210.71,,295,0,,
REJUNURON DN TAB 10S,,,,,,3004,12,,111.43,,156,0,,
REJUNURON OD CAP 10 CAP,,,,,,3004,12,,142.14,,199,0,,
RIGIN PLUS 5MG 5MG,,,,,,29309040,12,,44.29,,62,0,,
SUCRAFIL O GEL 200ML,,,,,,3004,12,,210.71,,295,0,,
SUCRAFIL SYP 200 ML,,,,,,3004,12,,129.3,,181,0,,
UDIMARIN FORTE TAB 10S,,,,,,3004,12,,257.85,,335,0,,
UDIMARIN SYP 100ML,,,,,,30022013,5,,266.66,,350,0,,
UDIMARIN TAB 10S,,,,,,3004,12,,224.76,,295,0,,
AMICLINE PLUS 10S,,,,,,3004,12,,41.44,,58.01,0,,
BENALGIS FORTE 15CAP,,,,,,3004,12,,196.64,,275.3,0,,
BRAKKE TAB 10S,,,,,,3004,12,,84.92,,118.89,0,,
CAICIMAX ISO 15S,,,,,,3004,12,,292.86,,410,0,,
DEXORANGE CAP 30S,,,,,,3004,12,,133.68,,187.15,0,,
DEXORANGE SYP 200ML,,,,,,3004,12,,137.14,,192,0,,
DEXORENGE PAED.SY 60ML,,,,,,3004,12,,47.71,,66.8,0,,
DIAVIT PLUS CAP 10S,,,,,,3004,12,,79.21,,110.9,0,,
ETICORT-30MG TAB 6S,,,,,,3004,12,,160.72,,225,0,,
ETICORT-6 TAB 10S,,,,,,3004,12,,40.67,,56.94,0,,
ETOFORD 120 10S,,,,,,3004,12,,36,,130,0,,
FOXSTAT-40MG TAB 10S,,,,,,3004,12,,66.24,,92.74,0,,
GLIMET DS TAB 10S,,,,,,3004,12,,8.87,,12.41,0,,
"GLUFORMIN G1 FORTE 15,S",,,,,,3004,12,,146.34,,204.87,0,,
GLYCIPHAGE 500 TAB 20S,,,,,,3004,12,,29.74,,41.65,0,,
GLYCIPHAGE 850 TAB 10S,,,,,,3004,12,,32.85,,46,0,,
GLYCIPHAGE G 1 10 TAB,,,,,,3004,12,,60.72,,85,0,,
GLYCIPHAGE G 2 10 TAB,,,,,,3004,12,,156.08,,218.5,0,,
GLYCIPHAGE G 2 FORTE 10S,,,,,,3004,12,,94.98,,132.95,0,,
GLYCIPHAGE G1 FORTE 10S,,,,,,3004,12,,70.02,,98,0,,
GLYCIPHAGE PG 1 10S,,,,,,3004,12,,60.72,,85,0,,
GLYCIPHAGE PG2 10S,,,,,,3004,12,,171.51,,240.1,0,,
GLYCIPHAGE SR 1GM TAB 10 TAB,,,,,,3004,12,,32.29,,45.2,0,,
GLYCIPHAGE SR 500 10 TAB,,,,,,3004,12,,18.47,,25.85,0,,
GLYCIPHASE VG1 10S,,,,,,3004,12,,79.12,,110.75,0,,
GLYCIPHASE VG2 10S,,,,,,3004,12,,110.18,,154.25,0,,
GLYPTIN TAB 10S,,,,,,3004,12,,70.71,,99,0,,
GLYPTIN-M TAB 10S,,,,,,3004,12,,76.93,,107.7,0,,
GRILINCTUS BM PED 30ML,,,,,,3004,12,,23.56,,32.99,0,,
GRILINCTUS BM SYP 100ML,,,,,,3004,12,,83.22,,116.49,0,,
GRILINCTUS BM TAB 10S,,,,,,3004,12,,10.71,,15,0,,
GRILINCTUS LS SYP 100ML,,,,,,3004,12,,59.29,,83,0,,
GRILINCTUS SYP 100ML,,,,,,3004,12,,97.14,,135.99,0,,
GRILINCTUS-L SY 100ML,,,,,,3004,12,,101.66,,142.42,0,,
LIPOPHAGE 120 TAB 10S,,,,,,3004,12,,315.58,,414.2,0,,
LIPOPHAGE 60 TAB 10S,,,,,,3004,12,,180.14,,252.2,0,,
MELANOCYL SOLUTION 25 ML,,,,,,3004,12,,107.55,,150.56,0,,
MELANOCYL TAB 40S,,,,,,3004,12,,82.45,,115.42,0,,
MONADINE TAB 10S,,,,,,3004,12,,131.07,,183.5,0,,
MONLEVO TAB 10S,,,,,,3004,12,,133.93,,187.4,0,,
NATVIE 200 CAP 10S,,,,,,3004,18,,84.92,,125.26,0,,
NATVIE FORTE CAP 10S,,,,,,2936,18,,148.92,,219.67,0,,
OMILCAL SYP 200 ML,,,,,,3004,12,,70.47,,98.66,0,,
RELAXYL DA GEL 30 GM,,,,,,3004,12,,63.43,,88.8,0,,
RELAXYL GEL 20 GM,,,,,,3004,12,,44.64,,62.5,0,,
RELAXYL OINT 30GM,,,,,,3004,12,,62.86,,88,0,,
SORBILINE SYP (L) 200ML,,,,,,3004,12,,132.25,,185.15,0,,
SORBILINE SYP (S) 100ML,,,,,,3004,12,,49.91,,69.87,0,,
STIMULIV SYP.(L) 200ML,,,,,,3004,12,,124.79,,174.7,0,,
STIMULIV SYP.(S) 100ML,,,,,,3004,12,,84.71,,118.6,0,,
STIMULIV TAB 60 TAB,,,,,,3004,12,,73.12,,95,0,,
SURFAZ CREAM 15GM,,,,,,3004,12,,30.29,,42.4,0,,
SURFAZ LOTION 15 ML,,,,,,3004,12,,39.57,,55.4,0,,
SURFAZ O 150,,,,,,3004,12,,8.89,,12.44,0,,
SURFAZ POW 100GM,,,,,,3004,12,,75.57,,105.8,0,,
SURFAZ SN CREAM 7GM,,,,,,3004,12,,68.79,,96.3,0,,
TOPIFORT-MX LOTION 15ML,,,,,,3004,12,,39.6,,55.44,0,,
ALASPAN SYP 30 ML,,,,,,3004,12,,50.72,,65.9,0,,
DIPSALIC F OINT 20GM,,,,,,3004,12,,90.06,,117,0,,
ELOCON CREAM 10 GM,,,,,,3004,12,,140,,196,0,,
ELOCON LOTION 5 ML,,,,,,3004,12,,82.26,,106.87,0,,
ELOCON OINT. 10 GM,,,,,,3004,12,,139.29,,195,0,,
POLARAMINE 2MG TAB 10S,,,,,,3004,12,,12.54,,17.56,0,,
POLARAMINE SYP 60 ML,,,,,,3004,12,,15.29,,20.39,0,,
QUADRIDERM CREAM (S) 5GM,,,,,,3004,12,,40.71,,57,0,,
ACEGROW 3D 10S,,,,,,3001,12,,181.5,,254.1,0,,
ADVASTAT-10MG TAB 10S,,,,,,3004,12,,73.93,,115,0,,
ADVASTAT-20MG TAB 10S,,,,,,3004,12,,147.21,,229,0,,
ADVASTAT-5MG TAB 10S,,,,,,3004,12,,42.43,,66,0,,
ARGIHOPE INFUSION 200ML,,,,,,30022013,5,,529.57,,695,0,,
FUPAN-D TAB 10S,,,,,,3004,12,,80.71,,113,0,,
GLYNAMIC-1 10S,,,,,,3004,12,,21.86,,34,0,,
GLYNAMIC-2 10S,,,,,,3004,12,,29.57,,46,0,,
GLYNAMIC-3 10S,,,,,,3004,12,,63.64,,99,0,,
GLYNAMIC-M1 10S,,,,,,3004,12,,32.14,,50,0,,
GLYNAMIC-M1 FORTE 10S,,,,,,3004,12,,56.57,,88,0,,
GLYNAMIC-M2 10S,,,,,,3004,12,,58.97,,86,0,,
GLYNAMIC-M2 FORTE 10S,,,,,,3004,12,,67.5,,105,0,,
IN CONTROL TAB 10S,,,,,,3004,12,,23.14,,36,0,,
LNDIP 10MG 10S,,,,,,3004,12,,40.46,,59,0,,
LNDIP 5MG 10S,,,,,,3004,12,,26.74,,39,0,,
PREGALEO M TAB 10S,,,,,,3004,12,,67.89,,99,0,,
SECOST TAB 1*4S,,,,,,3004,12,,57.21,,89,0,,
SILVAREX HEAL CREAME 20G,,,,,,3003,12,,105.71,,148,0,,
TELDAWN-20MG TAB 10S,,,,,,3004,12,,22.5,,35,0,,
TELDAWN-40MG TAB 10S,,,,,,3004,12,,54.29,,76,0,,
TELDAWN-AM TAB 10S,,,,,,3004,12,,49.5,,77,0,,
TELDAWN-H TAB 10S,,,,,,3004,12,,51.43,,80,0,,
TENSORIN 20MG 10S,,,,,,3004,12,,57.21,,89,0,,
TENSORIN M FORTE 10S,,,,,,3004,12,,70.07,,109,0,,
TENSORIN-M 10S,,,,,,3004,12,,70.07,,109,0,,
ZESTOVIT CAP 10S,,,,,,3004,12,,63.64,,99,0,,
BOROLINE 10GM,,,,,,3004,12,,16.89,,22,0,,
BOROLINE 40GM POT 40GM,,,,,,3004,12,,50.12,,65,0,,
BOROLINE CREAM 20M,,,,,,3004,12,,34.81,,45,0,,
LULICAN XL CREAM,,,,,,3004,12,,282.14,,395,0,,
SUTHOL LOTION 100ML,,,,,,3004,12,,34.85,,48,0,,
SUTHOL SPRAY 100ML,,,,,,3004,12,,53.35,,70,0,,
ADAFERIN GEL 15 GM,,,,,,3004,12,,170,,238,0,,
BENZAC AC 2.5 CREAM 15 GM,,,,,,3004,12,,80.07,,104,0,,
CAVGUT L 625 MG 10,,,,,,29309040,12,,127.18,,178,0,,
CETAPHIL CLEANS LOTION 125 ML,,,,,,3004,12,,153.71,,215,0,,
CETAPHIL MOIS. CREAM 80GM,,,,,,3004,18,,344.41,,508,0,,
CLINDAC A GEL 10 GM,,,,,,3004,5,,175.24,,230,0,,
DESOWEN LOTION 30ML,,,,,,29309040,12,,202.86,,284,0,,
DOXZAR 6 TAB 10,,,,,,29309040,12,,97.85,,137,0,,
IONAX T LOTION 60 ML,,,,,,3004,12,,70.96,,233.9,0,,
LIZOLID 6OO 10;,,,,,,29309040,12,,285,,399,0,,
LOCERYL CREAM 10GM,,,,,,3003,12,,134.29,,188,0,,
MOIZ CREAM 50G,,,,,,2936,18,,103.73,,153,0,,
NMFE LIPCARE 10G,,,,,,29309040,12,,108.47,,160,0,,
SZETALO PLUS MD 10 S,,,,,,3004,12,,151.61,,212.25,0,,
B COLEN-NS SYP 200ML,,,,,,3004,18,,111.2,,164,0,,
GALROL 60K CAP 4S,,,,,,3004,12,,44.7,,62.58,0,,
ISV 4MG MD TAB 10S,,,,,,3004,12,,34.03,,47.64,0,,
LERZIN-M TAB 10S,,,,,,3004,12,,53.33,,70,0,,
"LULIGAL CREAME 10,S",,,,,,30049099,12,,31.16,,360.58,0,,
ODICEF O DRY SYP 30ML,,,,,,3001,12,,39,,54.6,0,,
ODICEF-S 1.5MG 1VIAL,,,,,,29309040,12,,148.37,,207.72,0,,
"PRENABLE 10,S",,,,,,3004,12,,117.07,,163.9,0,,
AMLOSAFE 2.5 MG. 10 TAB,,,,,,3004,12,,11.47,,16.06,0,,
AMLOSAFE 5.0 10 TAB,,,,,,3004,12,,30,,42,0,,
AMLOSAFE AT 10 TAB,,,,,,3004,12,,35,,49,0,,
BIGOMET SR 500 MG 10 TAB,,,,,,3004,12,,12.57,,17.6,0,,
CLINGEN FORTE CAPS 7S,,,,,,30049069,12,,139.29,,195,0,,
MEGANEURON NT 75MG 10 CAP,,,,,,3004,12,,153.57,,215,0,,
NEBI 5 10 TAB,,,,,,3004,12,,50.03,,65,0,,
NEBI H 10 TAB,,,,,,3004,12,,51.43,,72,0,,
OFLER 200 MG 10 CAP,,,,,,3004,12,,41.25,,57.75,0,,
S AMLOSAFE 2.5 10 TAB,,,,,,3004,12,,16.64,,21.62,0,,
AD 100MG CAP 10 CAP,,,,,,3004,12,,97.68,,136.75,0,,
D3 RICH SUCHET 1GM,,,,,,3004,12,,17.14,,24,0,,
GENXVAST F 10 10S,,,,,,3004,12,,33.21,,46.5,0,,
HIFEN AZ 250MG 5S,,,,,,3004,12,,120.71,,169,0,,
HIFEN0200-PLUS 10S,,,,,,3004,12,,74.57,,104.4,0,,
LAZ 250 PLUS 10S,,,,,,3004,12,,114.97,,169,0,,
LAZ 500 TAB 3S,,,,,,3004,12,,63.75,,89.25,0,,
LAZ-250-TAB 6S,,,,,,3004,12,,43.15,,58,0,,
LAZINE 5 TAB 10S,,,,,,3004,12,,30.71,,43,0,,
LAZINE SYP 30ML,,,,,,3004,12,,20.71,,29,0,,
LAZINE-M TAB 10S,,,,,,3004,12,,67.86,,95,0,,
MOISTE CREAM 50 GM,,,,,,3304,18,,202.71,,299,0,,
OPOX 100 SYP 30ML,,,,,,3004,12,,64.64,,90.5,0,,
OPOX 200 TAB 10S,,,,,,3004,12,,85.64,,119.9,0,,
OPOX 50 DRY SYP 30ML,,,,,,3004,12,,38.93,,54.5,0,,
OPOX CV 100 6S,,,,,,3004,12,,77.86,,109,0,,
OPOX CV 100SY 30ML,,,,,,3004,12,,69.93,,97.9,0,,
OPOX CV 200 10S,,,,,,3004,12,,171.79,,240.5,0,,
OPOX-100 D.T 10S,,,,,,3004,12,,54.21,,75.9,0,,
OPOX-CV 50 SY 30ML,,,,,,3004,12,,46.36,,64.9,0,,
PANTIN L 10S,,,,,,3004,12,,112.86,,158,0,,
TAMTERO-10MG TAB 10S,,,,,,3004,12,,19.05,,25,0,,
VERTIGEN-TAB 15S,,,,,,3004,12,,85,,119,0,,
BETAHIST FORTE 10 TAB,,,,,,3004,12,,52.86,,74,0,,
CYPON DROP 15ML,,,,,,3004,12,,43.57,,61,0,,
CYPON G SYP 200ML,,,,,,30042099,12,,97.14,,136,0,,
CYPON H SYP 200ML,,,,,,3004,12,,128.39,,197.5,0,,
CYPON SYP 200ML,,,,,,3004,12,,97.14,,136,0,,
FLUNER 10MG TAB 10S,,,,,,3004,12,,38.43,,53.8,0,,
FULUNER 5 TAB 10'S,,,,,,3004,12,,18.75,,26.25,0,,
FUSIGEN OINT 10 GM,,,,,,3004,12,,53.93,,75.5,0,,
FUSIGEN OINT 5GM,,,,,,3004,12,,33.93,,47.5,0,,
FUSIGEN POWDER 10GM,,,,,,3004,12,,63.57,,89,0,,
FUSIGEN SPRAY 20GM,,,,,,3004,12,,84.28,,118,0,,
FUSIGEN-DP CREM 10GM,,,,,,3004,12,,54.65,,76.5,0,,
GENOPLEX L SYP 200ML,,,,,,3004,12,,75.71,,106,0,,
GENOZYME REDYMIX SYP 100ML,,,,,,30049099,12,,60.36,,84.5,0,,
GENOZYME SYP 200ML,,,,,,3004,12,,95,,133,0,,
LOBAK TAB 10S,,,,,,3004,12,,56.97,,79.75,0,,
MYOLAXIN D GEL 15 GM,,,,,,3004,12,,41.57,,54,0,,
MYOLAXIN D OINT 15 GM,,,,,,3004,12,,42.14,,59,0,,
ORABLISS GEL 10GM,,,,,,3004,12,,43.57,,61,0,,
"OSTOVIT DM TAB 10,S",,,,,,3004,12,,105.18,,147.25,0,,
PAMELA TAB 10 TAB,,,,,,3004,12,,11.01,,14.3,0,,
PEPTICA GEL 200 ML,,,,,,3004,12,,57.86,,81,0,,
PEPTICA TAB 10S,,,,,,3004,12,,10.01,,14,0,,
RESPIRA D SYP 100 ML,,,,,,3004,12,,71.43,,100,0,,
RESPIRA LIQUID 100ML,,,,,,3004,12,,45.36,,63.5,0,,
RESPIRA SYP. 100ML,,,,,,3004,12,,41.44,,58,0,,
TERBUTIN LIQ 100 ML,,,,,,3004,12,,38.39,,53.75,0,,
TRICOBAL OD 10S,,,,,,3004,18,,78.65,,110,0,,
VERTIDOM TAB 10S,,,,,,3004,12,,85.36,,119.5,0,,
VERTIGON 25MG TAB 10S,,,,,,3004,12,,93.22,,130.5,0,,
VERTIGON FORTE 10 TAB,,,,,,3004,12,,49.64,,69.5,0,,
VERTIGON TAB 15'S,,,,,,3004,12,,85,,119,0,,
"LLEMOGEN 100MG 10,S",,,,,,29309040,0,,231,,231,0,,
"MONOVAL SR 500 10,S",,,,,,29309040,0,,195,,195,0,,
COMBIMIST-L RESPULES 2.5ML,,,,,,3004,12,,0,,16.4,0,,
"DERIPHYLIN S 10,S",,,,,,29309040,12,,113.85,,159.39,0,,
DERIPHYLLIN-M TAB 10'S,,,,,,3004,12,,143.83,,201.35,0,,
FORMOST 200 R/CAP 30S,,,,,,3004,12,,176.43,,247,0,,
"HAPPIBIOTIC CAP 10,S",,,,,,3004,12,,97.87,,137,0,,
HYOCIMAX-S TAB 10S,,,,,,3004,12,,44.07,,61.7,0,,
"NITYAM-TAB 10,S",,,,,,3004,12,,27.6,,42,0,,
"ODIMONT AL 10,S",,,,,,30049099,12,,217.14,,304,0,,
SUCRACE-O SUSP. 200ML,,,,,,3004,12,,165,,231,0,,
VIGORE 100MG 4,,,,,,3004,12,,12.38,,116,0,,
YASMIN TAB 21S,,,,,,3004,0,,364.56,,434,0,,
ALLRITE TAB 10 TAB,,,,,,3004,12,,48.64,,68.1,0,,
ASA 50 TAB 14S,,,,,,3004,12,,2.62,,3.4,0,,
COMBIMIST 2.5 ML RESPULES 2.5ML,,,,,,3004,12,,11.71,,16.4,0,,
COMBIMIST-L RESPICAPS 30 CAP,,,,,,3004,12,,93.32,,130.65,0,,
DERIPHYLIN BM SY 120ML,,,,,,3004,12,,82.36,,115.3,0,,
DERIPHYLLIN INJ 2ML,,,,,,3004,12,,4.07,,5.7,0,,
DERIPHYLLIN OD 300 10 TAB,,,,,,3004,12,,51.96,,67.5,0,,
DERIPHYLLIN RET 150 10S,,,,,,3004,12,,28.99,,40.59,0,,
DERIPHYLLIN RET 300 10S,,,,,,3004,12,,40.57,,56.8,0,,
DERIPHYLLIN SYP 100 ML,,,,,,3004,12,,29.29,,41,0,,
DOXOLIN M 10S,,,,,,3004,12,,67.61,,94.65,0,,
DOXOLIN TAB 10S,,,,,,3004,12,,99.64,,139.48,0,,
FORAIR 250 RESPICAP 30 CAP,,,,,,3004,12,,200,,280,0,,
FORMONIDE 200 INH 1 PACK,,,,,,3004,12,,212.16,,297.02,0,,
FORMONIDE 200 RESPI 30 CAP,,,,,,3004,12,,137.28,,192.19,0,,
"FORMONIDE FORT RESPICAP 30,S",,,,,,3004,12,,312.86,,438,0,,
FORMOST 400 CAP 30S,,,,,,3004,12,,224.29,,314,0,,
GERBISA SUPPOS.(CH) 1PAK,,,,,,3004,12,,40,,55.88,0,,
HAPPI 20MG TAB 10S,,,,,,3004,12,,81.93,,114.7,0,,
HAPPI D TAB. 10S,,,,,,3004,12,,247.21,,380.32,0,,
HYOCIMAX TAB 10S,,,,,,3004,12,,22.39,,29.09,0,,
NEUROTRAT LM 10S,,,,,,3004,12,,120.65,,168.9,0,,
PROGYNOVA 1 MG 21 TAB,,,,,,3004,12,,150.52,,212.75,0,,
PREGAMONT 1 PC,,,,,,29309040,12,,0,,0,0,,
BETNESOL FORTE TAB 10S,,,,,,3004,12,,20.18,,28.25,0,,
CETAPHIL BABYWASH&SHAMPOO 230ML,,,,,,3004,18,,515.26,,760,0,,
FURIC 40MG 15S,,,,,,3004,12,,183.36,,256.7,0,,
CALPOL DROP 15ML,,,,,,3004,12,,21.48,,30.07,0,,
CALPOL 250 MG SYP 60 ML,,,,,,3004,12,,32.64,,45.7,0,,
CALPOL 650 TAB 10S,,,,,,3004,12,,24.42,,34.18,0,,
ELTROXIN 12.5MG 1PC,,,,,,30042099,12,,142.07,,198.91,0,,
